19 | Q4
19 Q4 Q16 C4 D17 D15 E3 G4 D9 E4 D12 G16 E15 E14 F15 D16 F17 C17 E17 F14 G15 C18 D14 D13 C14 C13 B15 C15 B14 B13 B16 C16 E13 | B11
19 Q4 Q16 C4 D17 D15 E3 G4 D9 E4 D12 G16 E15 E14 F15 D16 F17 C17 E17 F14 G15 C18 D14 D13 C14 C13 B15 C15 B14 B13 B16 C16 E13 B11 | C11
19 Q4 Q16 C4 D17 D15 E3 G4 D9 E4 D12 G16 E15 E14 F15 D16 F17 C17 E17 F14 G15 C18 D14 D13 C14 C13 B15 C15 B14 B13 B16 C16 E13 B11 C11 | B12
19 Q4 Q16 C4 D17 D15 E3 G4 D9 E4 D12 G16 E15 E14 F15 D16 F17 C17 E17 F14 G15 C18 D14 D13 C14 C13 B15 C15 B14 B13 B16 C16 E13 B11 C11 B12 | E12
19 Q4 Q16 C4 D17 D15 E3 G4 D9 E4 D12 G16 E15 E14 F15 D16 F17 C17 E17 F14 G15 C18 D14 D13 C14 C13 B15 C15 B14 B13 B16 C16 E13 B11 C11 B12 E12 | G14
19 Q4 Q16 C4 D17 D15 E3 G4 D9 E4 D12 G16 E15 E14 F15 D16 F17 C17 E17 F14 G15 C18 D14 D13 C14 C13 B15 C15 B14 B13 B16 C16 E13 B11 C11 B12 E12 G14 | H14
19 Q4 Q16 C4 D17 D15 E3 G4 D9 E4 D12 G16 E15 E14 F15 D16 F17 C17 E17 F14 G15 C18 D14 D13 C14 C13 B15 C15 B14 B13 B16 C16 E13 B11 C11 B12 E12 G14 H14 | G13
19 Q4 Q16 C4 D17 D15 E3 G4 C8 | E4
19 Q4 Q16 C4 D17 D15 E3 G4 C8 E4 | C11
19 Q4 Q16 C4 D17 D15 E3 G4 D8 | E4
19 Q4 Q16 C4 D17 D15 E3 H4 | D9
19 Q4 Q16 C4 D17 D15 E3 J3 | D5
19 Q4 Q16 C4 D17 D15 F3 | D3
19 Q4 Q16 C4 D17 D15 F3 D3 | J3
19 Q4 Q16 C4 D17 D15 F3 D3 J3 | C17
19 Q4 Q16 C4 D17 D15 F3 D3 J3 C17 | C18
19 Q4 Q16 C4 D17 D15 F3 D3 J3 C17 C18 | C16
19 Q4 Q16 C4 D17 D15 F3 D3 J3 C17 C18 C16 | E18
19 Q4 Q16 C4 D17 D15 F3 D3 J3 C17 C18 C16 E18 | C11
19 Q4 Q16 C4 D17 D15 F3 D3 J3 F16 | C15
19 Q4 Q16 C4 D17 D15 F3 D3 J3 F16 C15 | C14
19 Q4 Q16 C4 D17 D15 F3 D3 J3 F16 C15 C14 | C16
19 Q4 Q16 C4 D17 D15 F3 D3 J3 F16 C15 C14 C16 | D14
19 Q4 Q16 C4 D17 D15 F3 D3 J3 F16 C15 C14 C16 D14 | R6
19 Q4 Q16 C4 D17 D15 F3 D3 J3 F16 C15 C14 C16 D14 R6 | O3
19 Q4 Q16 C4 D17 D15 F3 D3 J3 F16 C15 C14 C16 D14 R6 O3 | M3
19 Q4 Q16 C4 D17 D15 F3 D3 K4 | M3
19 Q4 Q16 C4 D17 D15 F3 D3 K4 M3 | F5
19 Q4 Q16 C4 D17 D15 F3 E4 | D2
19 Q4 Q16 C4 D17 D15 F3 E4 D2 | H4
19 Q4 Q16 C4 D17 D15 F3 E4 D2 H4 | F4
19 Q4 Q16 C4 D17 D15 F3 E4 D2 H4 F4 | F5
19 Q4 Q16 C4 D17 D14 | C15
19 Q4 Q16 C4 D17 D14 C15 | C14
19 Q4 Q16 C4 D17 D14 C15 C14 | D15
19 Q4 Q16 C4 D17 D14 C15 C14 D15 | E14
19 Q4 Q16 C4 D17 D14 C15 C14 D15 E14 | E3
19 Q4 Q16 C4 D17 D14 F16 | J3
19 Q4 Q16 C4 D17 J3 | C15
19 Q4 Q16 C4 D17 J3 C15 | R14
19 Q4 Q16 C4 D17 C14 | C16
19 Q4 Q16 C4 C17 | J3
19 Q4 Q16 C4 C17 J3 | R6
19 Q4 Q16 C4 C17 J3 R6 | O4
19 Q4 Q16 C4 C17 J3 R6 O4 | S4
19 Q4 Q16 C4 C17 J3 R6 O4 S4 | R3
19 Q4 Q16 C4 C17 J3 R6 O4 S4 R3 | R9
19 Q4 Q16 C4 C17 J3 R6 O4 S4 D10 | E4
19 Q4 Q16 C4 C17 J3 R6 O4 S4 D14 | F17
19 Q4 Q16 C4 C17 J3 R6 O4 S4 D14 F17 | R3
19 Q4 Q16 C4 C17 J3 R6 O4 S4 D14 F17 R3 | R9
19 Q4 Q16 C4 C17 J3 R6 O4 S4 D14 F17 R3 R9 | D10
19 Q4 Q16 C4 C17 J3 R6 O4 S4 D14 F17 R3 R9 D10 | E4
19 Q4 Q16 C4 C17 J3 R6 O4 S4 D14 F17 R3 R9 D10 E4 | D3
19 Q4 Q16 C4 C17 J3 R6 O4 S4 D14 F17 R3 R9 D10 E4 D3 | D5
19 Q4 Q16 C4 C17 J3 R6 O4 S4 D14 F17 R3 R9 D10 E4 D3 D5 | C5
19 Q4 Q16 C4 C17 J3 R6 O4 S4 D14 F17 R3 R9 D10 E4 D3 D5 C5 | D7
19 Q4 Q16 C4 C17 J3 R6 O4 S4 D14 F17 R3 R9 D10 E4 D3 D5 C5 D7 | C6
19 Q4 Q16 C4 C17 J3 R6 O4 S4 D14 F17 R3 R9 D10 E4 D3 D5 C5 D7 C6 | F7
19 Q4 Q16 C4 C17 J3 R6 O4 S4 D14 F17 R3 R9 D10 E4 D3 D5 C5 D7 C6 F7 | D6
19 Q4 Q16 C4 C17 J3 R6 O4 S4 D14 F17 R3 R9 D10 E4 D3 D5 C5 D7 C6 F7 D6 | E6
19 Q4 Q16 C4 C17 J3 R6 O4 S4 D14 F17 R3 R9 D10 E4 D3 D5 C5 D7 C6 F7 D6 E6 | E8
19 Q4 Q16 C4 C17 J3 R6 O4 S4 D14 F17 R3 R9 D10 E4 D3 D5 C5 D7 C6 F7 D6 E6 E8 | E7
19 Q4 Q16 C4 C17 J3 R6 O4 S4 D14 F17 R3 R9 D10 E4 D3 D5 C5 D7 C6 F7 D6 E6 E8 E7 | F5
19 Q4 Q16 C4 C17 J3 R6 O4 S4 D14 F17 R3 R9 D10 E4 D3 D5 C5 D7 C6 F7 D6 E6 E8 E7 F5 | F4
19 Q4 Q16 C4 C17 J3 R6 O4 S4 C14 | E17
19 Q4 Q16 C4 C17 J3 C9 | C14
19 Q4 Q16 C4 C17 J3 C10 | R14
19 Q4 Q16 C4 C17 J3 C10 R14 | O17
19 Q4 Q16 C4 C17 J3 D8 | D14
19 Q4 Q16 C4 C17 J3 D7 | E4
19 Q4 Q16 C4 C17 J3 C7 | E4
19 Q4 Q16 C4 C17 J3 C7 E4 | C10
19 Q4 Q16 C4 C17 J3 D6 | E4
19 Q4 Q16 C4 C17 J3 C6 | E4
19 Q4 Q16 C4 C17 J3 C6 E4 | C9
19 Q4 Q16 C4 C17 E3 | C9
19 Q4 Q16 C4 C17 E3 C9 | O17
19 Q4 Q16 C4 C17 E3 C9 O17 | R14
19 Q4 Q16 C4 C17 E3 C9 O17 R14 | Q18
19 Q4 Q16 C4 C17 E3 C9 O17 R14 Q18 | R17
19 Q4 Q16 C4 C17 E3 C9 O17 R14 Q18 R17 | L17
19 Q4 Q16 C4 C17 E3 C9 O17 R14 Q18 R17 L17 | C6
19 Q4 Q16 C4 C17 E3 C9 O17 R14 Q18 R17 L17 C6 | R6
19 Q4 Q16 C4 C17 E3 C9 R14 | O17
19 Q4 Q16 C4 C17 E3 C9 R14 O17 | S16
19 Q4 Q16 C4 C17 E3 C9 R14 O17 S16 | D14
19 Q4 Q16 C4 C17 E3 C9 R14 O17 S16 D14 | J17
19 Q4 Q16 C4 C17 E3 C9 C14 | E16
19 Q4 Q16 C4 C17 E3 C9 C14 E16 | C11
19 Q4 Q16 C4 C17 E3 C9 C14 E16 C11 | C6
19 Q4 Q16 C4 C17 E3 C9 D16 | C16
19 Q4 Q16 C4 C17 E3 C9 D16 C16 | D15
19 Q4 Q16 C4 C17 E3 C9 D16 C16 D15 | D17
19 Q4 Q16 C4 C17 E3 C9 D16 C16 D15 D17 | F16
19 Q4 Q16 C4 C17 E3 C9 D16 C16 D15 D17 F16 | C15
19 Q4 Q16 C4 C17 E3 C9 D16 C16 D15 D17 F16 C15 | D13
19 Q4 Q16 C4 C17 E3 C10 | O17
19 Q4 Q16 C4 C17 E3 C10 O17 | R14
19 Q4 Q16 C4 C17 E3 C10 O17 R14 | Q18
19 Q4 Q16 C4 C17 E3 C10 O17 R14 Q18 | R17
19 Q4 Q16 C4 C17 E3 C10 O17 R14 Q18 R17 | L17
19 Q4 Q16 C4 C17 E3 C10 O17 R14 Q18 R17 L17 | C7
19 Q4 Q16 C4 C17 E3 C10 O17 R14 Q18 R17 L17 C7 | R6
19 Q4 Q16 C4 C17 E3 C10 O17 R14 Q18 R17 L17 C7 R6 | L3
19 Q4 Q16 C4 C17 R14 | O17
19 Q4 Q16 C4 C17 R14 O17 | S16
19 Q4 Q16 C4 C17 R14 O17 S16 | R17
19 Q4 Q16 C4 C17 R14 O17 S16 R17 | R11
19 Q4 Q16 C4 C17 R14 O17 S16 R17 R11 | F3
19 Q4 Q16 C4 C17 R14 O17 Q10 | O3
19 Q4 Q16 C4 C17 D16 | C16
19 Q4 Q16 C4 C17 D16 C16 | D15
19 Q4 Q16 C4 C17 D16 C16 D15 | D17
19 Q4 Q16 C4 C17 D16 C16 D15 D17 | F16
19 Q4 Q16 C4 C17 D16 C16 D15 D17 F16 | C15
19 Q4 Q16 C4 C17 D16 C16 D15 D17 F16 C15 | D13
19 Q4 Q16 C4 C17 D16 D17 | E16
19 Q4 Q16 C4 C17 D16 D17 E16 | B15
19 Q4 Q16 C4 C17 D16 D17 E16 B15 | E17
19 Q4 Q16 C4 C17 D16 D17 E16 B15 E17 | D14
19 Q4 Q16 C4 C17 D16 D17 E16 B15 E17 D14 | J17
19 Q4 Q16 C4 C17 C14 | F17
19 Q4 Q16 C4 C17 C14 F17 | D10
19 Q4 Q16 C4 C17 C14 F17 D10 | F4
19 Q4 Q16 C4 C17 C14 F17 D10 F4 | E3
19 Q4 Q16 C4 C17 C14 F17 D10 F4 E3 | K3
19 Q4 Q16 C4 C17 J4 | D10
19 Q4 Q16 C4 C17 J4 R6 | O4
19 Q4 Q16 C4 C17 J4 R6 O4 | S4
19 Q4 Q16 C4 C17 J4 R6 O4 S4 | R3
19 Q4 Q16 C4 C17 J4 R6 O4 S4 R3 | R9
19 Q4 Q16 C4 C17 O17 | R14
19 Q4 Q16 C4 C17 O17 R14 | Q18
19 Q4 Q16 C4 C17 O17 R14 Q18 | R17
19 Q4 Q16 C4 C17 O17 R14 Q18 R17 | L17
19 Q4 Q16 C4 C17 O17 R14 Q18 R17 L17 | F3
19 Q4 Q16 C4 C17 O17 R14 Q18 R17 L17 F3 | D3
19 Q4 Q16 C4 C17 O17 R14 Q18 R17 L17 F3 D3 | J3
19 Q4 Q16 C4 C17 O17 R14 Q18 R17 L17 F3 D3 J3 | L3
19 Q4 Q16 C4 C17 O17 R14 Q18 R17 L17 F3 D3 J3 L3 | R6
19 Q4 Q16 C4 C17 O17 R14 Q18 R17 L17 F3 D3 J3 L3 R6 | O3
19 Q4 Q16 C4 C17 O17 R14 Q18 R17 L17 F3 D3 J3 L3 R6 O3 | S4
19 Q4 Q16 C4 C17 D14 | F16
19 Q4 Q16 C4 C17 D14 F16 | D10
19 Q4 Q16 C4 E4 | E3
19 Q4 Q16 C4 E4 E3 | F3
19 Q4 Q16 C4 E4 E3 F3 | D3
19 Q4 Q16 C4 E4 E3 F3 D3 | D17
19 Q4 Q16 C4 E4 E3 F3 D3 D17 | C15
19 Q4 Q16 C4 E4 E3 F3 D3 R6 | O3
19 Q4 Q16 C4 E4 E3 F3 D3 R6 O3 | G4
19 Q4 Q16 C4 E4 E3 F3 D3 R6 O3 G4 | C6
19 Q4 Q16 C4 E4 E3 F3 D3 R6 O3 G4 C6 | L3
19 Q4 Q16 C4 E4 E3 F3 D3 R6 O3 G4 C6 L3 | D17
19 Q4 Q16 C4 E4 E3 F3 D3 R6 O3 G4 C6 L3 D17 | S4
19 Q4 Q16 C4 E4 E3 F3 D3 R6 O3 G4 C6 L3 D17 S4 | R3
19 Q4 Q16 C4 E4 E3 F3 D3 R6 O3 G4 C6 L3 D17 S4 R3 | S3
19 Q4 Q16 C4 E4 E3 F3 D3 D16 | F4
19 Q4 Q16 C4 E4 E3 F3 D3 D16 F4 | G3
19 Q4 Q16 C4 E4 E3 F3 D3 G4 | C6
19 Q4 Q16 C4 E4 E3 F3 D3 G4 C6 | L3
19 Q4 Q16 C4 E4 D16 | C3
19 Q4 Q16 C4 E4 D16 C3 | J3
19 Q4 Q16 C4 E4 D16 C3 J3 | B4
19 Q4 Q16 C4 E4 D16 C3 J3 B4 | C5
19 Q4 Q16 C4 E4 D16 C3 J3 B4 C5 | B5
19 Q4 Q16 C4 E4 D16 C3 J3 B4 C5 B5 | D3
19 Q4 Q16 C4 E4 D16 C3 J3 B4 C5 B5 D3 | D4
19 Q4 Q16 C4 E4 D16 C3 J3 B4 C5 B5 D3 D4 | C6
19 Q4 Q16 C4 E4 D16 C3 J3 B4 C5 B5 D3 D4 C6 | C2
19 Q4 Q16 C4 E4 D16 C3 J3 B4 C5 B5 D3 D4 C6 C2 | D10
19 Q4 Q16 C4 E4 D16 C3 J3 B4 C5 B5 D3 D4 C6 C2 D10 | F17
19 Q4 Q16 C4 E4 D16 C3 J3 B4 C5 B5 D3 D4 C6 C2 D10 F17 | C14
19 Q4 Q16 C4 E4 D16 C3 J3 B4 C5 B5 D3 D4 C6 C2 D10 F17 C14 | D18
19 Q4 Q16 C4 E4 D16 C3 J3 B4 C5 B5 D3 D4 C6 C2 D10 F17 C14 D18 | R14
19 Q4 Q16 C4 E4 D16 C3 J3 B4 C5 B5 D3 D4 C6 C2 D10 F17 C14 D18 R14 | O17
19 Q4 Q16 C4 E4 D16 C3 J3 B4 C5 B5 D3 D4 C6 C2 D10 F17 C14 D18 R14 O17 | Q11
19 Q4 Q16 C4 E4 D16 C3 J3 B4 C5 B5 D3 D4 C6 C2 D10 F17 C14 D18 R14 O17 Q11 | O3
19 Q4 Q16 C4 E4 D16 C3 J3 B4 C5 B5 D3 D4 C6 C2 D10 F17 C14 D18 R14 O17 Q11 O3 | P3
19 Q4 Q16 C4 E4 D16 C3 J3 B4 C5 B5 D3 D4 C6 C2 D10 F17 C14 D18 R14 O17 Q11 O3 P3 | O4
19 Q4 Q16 C4 E4 D16 C3 J3 B4 C5 B5 D3 D4 C6 C2 D10 F17 C14 D18 R14 O17 Q11 O3 P3 O4 | Q6
19 Q4 Q16 C4 E4 D16 C3 J3 B4 C5 B5 D3 D4 C6 C2 D10 F17 C14 D18 R14 O17 Q11 O3 P3 O4 Q6 | L4
19 Q4 Q16 C4 E4 D16 C3 J3 B4 C5 B5 D3 D4 C6 C2 D10 F17 C14 D18 R14 O17 Q11 O3 P3 O4 Q6 L4 | J5
19 Q4 Q16 C4 E4 D16 C3 J3 B4 C5 B5 D3 C2 | D4
19 Q4 Q16 C4 E4 D16 C3 J3 B4 C5 B5 D3 C2 D4 | C6
19 Q4 Q16 C4 E4 D16 C3 J3 B4 C5 B5 D3 C2 D4 C6 | E5
19 Q4 Q16 C4 E4 D16 C3 J3 B4 C5 B5 D3 C2 D4 C6 E5 | R6
19 Q4 Q16 C4 E4 D16 C3 J3 B4 C5 B5 D3 C2 D4 C6 E5 R6 | O4
19 Q4 Q16 C4 E4 D16 C3 J3 B4 C5 B5 D3 C2 D4 C6 E5 R6 O4 | S4
19 Q4 Q16 C4 E4 D16 C3 J3 B4 C5 B5 D3 C2 D4 C6 E5 R6 O4 S4 | D6
19 Q4 Q16 C4 E4 D16 C3 J3 B4 C5 B5 D3 C2 D4 C6 E5 R6 O4 S4 D6 | C7
19 Q4 Q16 C4 E4 D16 C3 J3 D4 | C5
19 Q4 Q16 C4 E4 D16 C3 J3 D4 C5 | D2
19 Q4 Q16 C4 E4 D16 C3 J3 D4 C5 D2 | C8
19 Q4 Q16 C4 E4 D16 C3 B3 | D3
19 Q4 Q16 C4 E4 D16 C3 B3 D3 | B5
19 Q4 Q16 C4 E4 D16 C3 B3 D3 B5 | H3
19 Q4 Q16 C4 E4 D16 C3 B3 D3 B5 H3 | D6
19 Q4 Q16 C4 E4 D16 C3 B3 D3 B5 H3 O17 | R14
19 Q4 Q16 C4 E4 D16 C3 B3 D3 B5 H3 O17 R14 | Q18
19 Q4 Q16 C4 E4 D16 C3 B3 D3 B5 H3 O17 R14 Q18 | R17
19 Q4 Q16 C4 E4 D16 C3 B3 D3 B5 H3 O17 R14 Q18 R17 | L17
19 Q4 Q16 C4 E4 D16 C3 B3 D3 B5 H3 O17 R14 Q18 R17 L17 | C14
19 Q4 Q16 C4 E4 D16 C3 B3 D3 B5 J3 | D6
19 Q4 Q16 C4 E4 D16 C3 B3 D3 B5 J3 D6 | C14
19 Q4 Q16 C4 E4 D16 D6 | E3
19 Q4 Q16 C4 E4 D16 D6 E3 | F3
19 Q4 Q16 C4 E4 D16 D6 E3 F3 | D3
19 Q4 Q16 C4 E4 D16 D6 E3 F3 D3 | F4
19 Q4 Q16 C4 E4 D16 D6 E3 F3 D3 F4 | N3
19 Q4 Q16 C4 E4 D16 D6 E3 F3 D3 F4 N3 | C14
19 Q4 Q16 C4 E4 D16 D6 E3 F3 D3 F4 N3 C14 | F17
19 Q4 Q16 C4 E4 D16 D6 E3 F3 D3 F4 N3 C14 F17 | B6
19 Q4 Q16 C4 E4 D16 D6 E3 F3 D3 F4 N3 C14 F17 B6 | R14
19 Q4 Q16 C4 E4 D16 D6 E3 F3 D3 F4 N3 C14 F17 B6 R14 | R12
19 Q4 Q16 C4 E4 D16 D6 E3 F3 D3 F4 N3 B6 | D5
19 Q4 Q16 C4 E4 D16 D6 E3 F3 D3 F4 N3 B6 D5 | E5
19 Q4 Q16 C4 E4 D16 D6 E3 F3 D3 F4 N3 B6 D5 E5 | F2
19 Q4 Q16 C4 E4 D16 D6 E3 F3 D3 F4 N3 B6 D5 E5 F2 | G2
19 Q4 Q16 C4 E4 D16 D6 E3 F3 D3 F4 N3 B6 D5 E5 F2 G2 | E2
19 Q4 Q16 C4 E4 D16 D6 E3 F3 D3 F4 N3 B6 D5 E5 F2 G2 E2 | C14
19 Q4 Q16 C4 E4 D16 D6 E3 F3 D3 F4 N3 B6 D5 E5 F2 G2 E2 C14 | F17
19 Q4 Q16 C4 E4 D16 D6 E3 F3 D3 F4 N3 B5 | B4
19 Q4 Q16 C4 E4 D16 D6 E3 F3 D3 F4 N3 B5 B4 | C14
19 Q4 Q16 C4 E4 D16 D6 E3 F3 D3 F4 N3 B5 B4 C14 | F17
19 Q4 Q16 C4 E4 D16 D6 E3 D4 | D3
19 Q4 Q16 C4 E4 D16 D6 O17 | M16
19 Q4 Q16 C4 E4 E5 | F5
19 Q4 Q16 C4 E4 E5 F5 | D5
19 Q4 Q16 C4 E4 E5 F5 D5 | G4
19 Q4 Q16 C4 E4 E5 F5 D5 G4 | D16
19 Q4 Q16 C4 E4 E5 F5 D5 F4 | D3
19 Q4 Q16 C4 E4 E5 F5 D5 F4 D3 | F7
19 Q4 Q16 C4 E4 E5 F5 D5 F4 D3 F7 | D16
19 Q4 Q16 C4 E4 H4 | D7
19 Q4 Q16 C4 E4 H4 D7 | E5
19 Q4 Q16 C4 E4 H4 D7 E5 | F5
19 Q4 Q16 C4 E4 H4 D7 E5 F5 | E6
19 Q4 Q16 C4 E4 H4 D7 E5 F5 E6 | D4
19 Q4 Q16 C4 E4 H4 D7 E5 F5 E6 D4 | C6
19 Q4 Q16 C4 E4 H4 D7 E5 F5 E6 D4 C6 | C3
19 Q4 Q16 C4 E4 H4 D7 E5 F5 E6 D4 C6 C3 | C5
19 Q4 Q16 C4 E4 H4 D7 E5 F5 E6 D4 C6 C3 C5 | F6
19 Q4 Q16 C4 E4 H4 D7 E5 F5 E6 D4 C6 C3 C5 F6 | E7
19 Q4 Q16 C4 E4 H4 D7 E5 F5 E6 D4 C6 C3 C5 F6 E7 | B3
19 Q4 Q16 C4 E4 H4 D7 E5 F5 E6 D4 C6 C3 C5 F6 E7 B3 | F4
19 Q4 Q16 C4 E4 H4 D7 E5 F5 E6 D4 C6 C3 C5 F6 E7 B3 F4 | G4
19 Q4 Q16 C4 E4 H4 D7 E5 F5 E6 D4 C6 C3 C5 F6 E7 B3 F4 G4 | F3
19 Q4 Q16 C4 E4 H4 D7 E5 F5 E6 D4 C6 C3 C5 F6 E7 B3 F4 G4 F3 | G3
19 Q4 Q16 C4 E4 H4 D7 E5 F5 E6 D4 C6 C3 C5 F6 E7 B3 F4 G4 F3 G3 | E2
19 Q4 Q16 C4 E4 H4 D7 E5 F5 E6 D4 C6 C3 C5 F6 E7 B3 F4 G4 F3 G3 E2 | E3
19 Q4 Q16 C4 E4 H4 D7 E5 F5 E6 D4 C6 C3 C5 F6 E7 B3 F4 G4 F3 G3 E2 E3 | F2
19 Q4 Q16 C4 E4 H4 D7 E5 F5 E6 D4 C6 C3 C5 F6 E7 B3 F4 G4 F3 G3 E2 E3 F2 | G2
19 Q4 Q16 C4 E4 H4 D7 E5 F5 E6 D4 C6 C3 C5 F6 E7 B3 F4 G4 F3 G3 E2 E3 F2 G2 | D2
19 Q4 Q16 C4 E4 H4 D7 E5 F5 E6 D4 C6 C3 C5 F6 E7 B3 F4 G4 F3 G3 E2 E3 F2 G2 D2 | D3
19 Q4 Q16 C4 E4 H4 D7 E5 F5 E6 D4 C6 C3 C5 F6 E7 B3 F4 G4 F3 G3 E2 E3 F2 G2 D2 D3 | G5
19 Q4 Q16 C4 E4 H4 D7 E5 F5 E6 D4 C6 C3 C5 F6 E7 B3 F4 G4 F3 G3 E2 E3 F2 G2 D2 D3 G5 | J2
19 Q4 Q16 C4 E4 H4 D7 E5 F5 E6 D4 C6 C3 C5 F6 E7 B3 F4 G4 F3 G3 E2 E3 F2 G2 D2 D3 G5 J2 | J3
19 Q4 Q16 C4 E4 H4 D7 E5 F5 E6 D4 C6 C3 C5 F6 E7 B3 F4 G4 F3 G3 E2 E3 F2 G2 D2 D3 G5 J2 J3 | H2
19 Q4 Q16 C4 E17 | C16
19 Q4 Q16 C4 E17 C16 | E4
19 Q4 Q16 C4 E17 D15 | C16
19 Q4 Q16 C4 E17 D15 C16 | C15
19 Q4 Q16 C4 E17 D15 C16 C15 | B16
19 Q4 Q16 C4 E17 D15 C16 C15 B16 | F15
19 Q4 Q16 C4 E17 D15 C16 C15 B16 F15 | E16
19 Q4 Q16 C4 E17 D15 C16 C15 B16 F15 E16 | E15
19 Q4 Q16 C4 E17 D15 C16 C15 B16 F15 E16 E15 | B15
19 Q4 Q16 C4 E17 D15 C16 C15 B16 F15 E16 E15 B15 | J4
19 Q4 Q16 C4 E17 D15 C16 C15 B16 F15 E16 E15 B15 J4 | C13
19 Q4 Q16 C4 E17 C17 | D15
19 Q4 Q16 C4 E17 C17 D15 | C15
19 Q4 Q16 C4 E17 C17 D15 C15 | D14
19 Q4 Q16 C4 D15 | D17
19 Q4 Q16 C4 D15 D17 | C17
19 Q4 Q16 C4 D15 D17 C17 | C18
19 Q4 Q16 C4 D15 D17 C17 C18 | C16
19 Q4 Q16 C4 D15 D17 C17 C18 C16 | E18
19 Q4 Q16 C4 D15 D17 C17 C18 C16 E18 | C11
19 Q4 Q16 C4 D14 | E16
19 Q4 Q16 C4 D14 E16 | C16
19 Q4 Q16 C4 D14 E16 C16 | C17
19 Q4 Q16 C4 D14 E16 C16 C17 | B17
19 Q4 Q16 C4 F4 | D6
19 Q4 Q16 C4 F4 D6 | D16
19 Q4 Q16 D3 | C16
19 Q4 Q16 D3 C16 | C5
19 Q4 Q16 D3 C16 C5 | K3
19 Q4 Q16 D3 C16 C5 K3 | E17
19 Q4 Q16 D3 C16 C5 K3 E17 | J17
19 Q4 Q16 D3 C16 C5 K3 E17 J17 | D15
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 | C15
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 | D14
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 | C14
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C14 | D13
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C14 D13 | C12
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C14 D13 C12 | L17
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C14 D13 C12 L17 | J15
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C14 D13 C12 L17 J15 | O17
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C14 D13 C12 L17 J15 O17 | L15
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C14 D13 C12 L17 J15 O17 L15 | O15
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C14 D13 C12 L17 J15 O17 L15 O15 | P17
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C14 D13 C12 L17 J15 O17 L15 O15 P17 | P16
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C14 D13 C12 L17 J15 O17 L15 O15 P17 P16 | Q17
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C14 D13 C12 L17 J15 O17 L15 O15 P17 P16 Q17 | Q15
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C14 D13 C12 L17 J15 O17 L15 Q18 | O15
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C14 D13 C12 L17 J15 O17 L15 Q18 O15 | R14
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C14 D13 C12 L17 J15 O17 P17 | O16
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C14 D13 C12 L17 J15 O17 P17 O16 | Q14
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C14 D13 C12 L17 J15 O17 P17 O16 Q14 | L15
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C14 D13 C12 L17 J15 O17 P17 O16 Q14 L15 | J13
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C14 D13 C12 L17 N17 | K16
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C14 D13 C12 L17 N17 K16 | H15
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C14 D13 C12 L17 N17 K16 H15 | J15
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C14 D13 C12 L17 N17 K16 H15 J15 | F17
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C14 D13 C12 L17 N17 K16 H15 J15 J16 | H14
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C14 D13 C12 L17 N17 K16 H15 J15 J16 H14 | K15
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C14 D13 C12 L17 N17 K16 H15 J15 J16 H14 K15 | J14
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C14 D13 C12 L17 N17 K16 H15 J15 J16 H14 K15 J14 | L15
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C14 D13 C12 L17 N17 K16 H15 J15 J16 H14 K15 J14 L15 | M16
19 Q4 Q16 D3 C16 C5 K3 E17 J17 D15 C15 D14 C14 D13 C12 L17 N17 K16 H15 J15 J16 H14 K15 J14 L15 M16 | L16
